feature,ic_long,ic_short,ic_combined,mean,std,null_pct,importance_long,importance_short,importance_combined,category
minus_di_21,0.0029696664063821676,-0.020602874403330553,0.01178627040485636,22.93433864657089,9.163014171402304,0.0,2334.3306770324707,508.59979248046875,2842.9304695129395,Trend Strength
adx_21,0.0033798152316172774,0.004864612873967122,0.004122214052792199,28.52580977219028,20.331644998548274,0.0,127.7239990234375,173.09239768981934,300.81639671325684,Trend Strength
volume_ma_5,0.07909236635589426,0.06701548566016671,0.07305392600803048,102111.56019478317,271677.9206304952,0.0,1645.7938766479492,1991.4076137542725,3637.2014904022217,Moving Averages
volume_ratio_5,0.01995493722489096,0.026259938426509675,0.023107437825700315,1.0061026646129905,0.4380008315899619,0.0,0.0,0.0,0.0,Volume
volume_std_5,0.06667895692096097,0.055547607410629855,0.06111328216579541,36675.25822571533,106872.36504375465,0.0,0.0,122.63799858093262,122.63799858093262,Volume
volume_momentum_5,0.021894170354902282,0.03030651534979582,0.02610034285234905,0.3085576015831037,1.6365515130885142,0.0,0.0,50.12289810180664,50.12289810180664,Volume
volume_ma_10,0.07586335195841463,0.061347928788811054,0.06860564037361284,102043.28902649507,266214.10577378806,0.0,530.0115127563477,713.3406200408936,1243.3521327972412,Moving Averages
volume_ratio_10,0.03282774253318695,0.04109356182764811,0.03696065218041753,1.0119834850389189,0.5548354672830359,0.0,0.0,31.136600494384766,31.136600494384766,Volume
volume_std_10,0.06669674818458211,0.05409241224671031,0.06039458021564621,42401.92964721949,112934.43657943538,0.0,270.8270034790039,942.047082901001,1212.8740863800049,Volume
volume_momentum_10,0.03688065920260208,0.04254233398110617,0.03971149659185412,0.36142242501696753,1.9331664675245503,0.0,0.0,0.0,0.0,Volume
volume_ma_15,0.07267423486519398,0.05707912475527663,0.0648766798102353,102008.44466520785,263147.6430258977,0.0,194.52050018310547,682.0120983123779,876.5325984954834,Moving Averages
volume_ratio_15,0.04172818431061454,0.04951098065634588,0.04561958248348021,1.0164092662286215,0.6323000151460265,0.0,0.0,210.31700134277344,210.31700134277344,Volume
volume_std_15,0.0646378970805092,0.051148076846788744,0.057892986963648974,45854.255363139906,116846.11531306071,0.0,175.1479949951172,754.872989654541,930.0209846496582,Volume
volume_momentum_15,0.048423596992818924,0.04851780920670573,0.04847070309976233,0.40191162381736945,2.1022783613444083,0.0,0.0,0.0,0.0,Volume
volume_ma_20,0.06961805568950975,0.05337283731174137,0.061495446500625564,101994.57255827571,260845.0104091833,0.0,350.4325981140137,848.5622138977051,1198.9948120117188,Moving Averages
volume_ratio_20,0.04904950242807768,0.05541656690605289,0.05223303466706529,1.019827531805716,0.6917589281046777,0.0,0.0,144.82919692993164,144.82919692993164,Volume
volume_std_20,0.06254697496687647,0.04764907583745336,0.05509802540216492,48451.82142338826,120036.31698930754,0.0,993.3690185546875,1322.959114074707,2316.3281326293945,Volume
volume_momentum_20,0.056792525340062426,0.05603117300169076,0.05641184917087659,0.4403064524122519,2.3739269535433856,0.0,152.13699340820312,0.0,152.13699340820312,Volume
volume_ma_30,0.06402421395420538,0.04676380215624031,0.05539400805522285,101989.22919847131,257251.5154694875,0.0,617.0175018310547,940.4136047363281,1557.4311065673828,Moving Averages
volume_ratio_30,0.060561918676176524,0.06485316727783305,0.06270754297700479,1.0258863073878621,0.7853253818024943,0.0,0.0,239.7425994873047,239.7425994873047,Volume
volume_std_30,0.0595162093394513,0.041508643578286285,0.05051242645886879,52461.92485153709,125177.09992613482,0.0,807.2932815551758,983.1948089599609,1790.4880905151367,Volume
volume_momentum_30,0.07028927631537504,0.0634838762091089,0.06688657626224198,0.49622058038745964,2.579258874672204,0.0,156.56400299072266,278.91350173950195,435.4775047302246,Volume
volume_ma_50,0.053218641478786535,0.037826778009381314,0.04552270974408393,102011.50104963065,252033.70324845403,0.0,2437.4453659057617,3203.709930419922,5641.155296325684,Moving Averages
volume_ratio_50,0.07985201433419715,0.0762485583131776,0.07805028632368738,1.0349015010854852,0.9226116729331839,0.0,776.3333892822266,1361.01589012146,2137.3492794036865,Volume
volume_std_50,0.050775390092811755,0.03512417525062361,0.04294978267171769,58155.74253133198,132485.06933980834,0.0,2479.1951026916504,5320.717863082886,7799.912965774536,Volume
volume_momentum_50,0.08947772417053872,0.0792011744708968,0.08433944932071777,0.5980602569625719,3.1027527123298277,0.0,0.0,1112.6516876220703,1112.6516876220703,Volume
vwap_10,-0.005205022162255307,-0.0012901031623149613,0.0032475626622851346,160.01567700099307,103.37269823058757,0.0,141.71499633789062,315.8295097351074,457.54450607299805,Volume-Price Analysis
distance_from_vwap_10,-0.008960047667843639,0.011820753598764609,0.010390400633304124,-1.9347163196855118e-05,0.0021274344936115454,0.0,0.0,0.0,0.0,Volume-Price Analysis
vwap_20,-0.005214862992028019,-0.0013327106540511223,0.003273786823039571,160.01896154473508,103.37502067216997,0.0,128.26199340820312,274.32980155944824,402.59179496765137,Volume-Price Analysis
