sweep_id,entries,rejections,trades_per_day,avg_r_multiple,hit_rate,rejection_counts,reject_bigmove_prob,reject_probability,reject_score_margin,reject_tod_profile,reject_expected_r,reject_risk_budget,reject_capacity,reject_other,metric_total_return,metric_annualized_return,metric_volatility,metric_sharpe_ratio,metric_max_drawdown,metric_max_drawdown_duration,metric_total_commissions,metric_total_slippage,metric_fill_rate,metric_total_trades,metric_trades,metric_win_rate,metric_avg_R,metric_total_pnl,metric_fees_total,param_bigmove_policy.probability_threshold,param_prob_threshold_long,param_prob_threshold_short,param_score_margin,param_max_open_positions_global
56,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.65,0.7,0.0,5
57,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.65,0.7,0.01,2
58,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.65,0.7,0.01,3
59,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.65,0.7,0.01,5
60,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.65,0.7,0.02,2
61,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.65,0.7,0.02,3
62,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.65,0.7,0.02,5
63,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.65,0.75,0.0,2
64,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.65,0.75,0.0,3
65,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.65,0.75,0.0,5
66,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.65,0.75,0.01,2
67,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.65,0.75,0.01,3
68,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.65,0.75,0.01,5
69,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.65,0.75,0.02,2
70,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.65,0.75,0.02,3
71,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.65,0.75,0.02,5
72,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.7,0.6,0.0,2
73,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.7,0.6,0.0,3
74,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.7,0.6,0.0,5
75,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.7,0.6,0.01,2
76,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.7,0.6,0.01,3
77,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.7,0.6,0.01,5
78,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.7,0.6,0.02,2
79,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.7,0.6,0.02,3
80,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.7,0.6,0.02,5
81,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.7,0.65,0.0,2
82,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.7,0.65,0.0,3
83,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.7,0.65,0.0,5
84,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.7,0.65,0.01,2
85,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.7,0.65,0.01,3
86,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.7,0.65,0.01,5
87,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.7,0.65,0.02,2
88,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.7,0.65,0.02,3
89,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.7,0.65,0.02,5
90,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.7,0.7,0.0,2
91,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.7,0.7,0.0,3
92,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.7,0.7,0.0,5
93,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.7,0.7,0.01,2
94,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.7,0.7,0.01,3
95,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.7,0.7,0.01,5
96,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.7,0.7,0.02,2
97,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.7,0.7,0.02,3
98,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.7,0.7,0.02,5
99,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.7,0.75,0.0,2
100,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.7,0.75,0.0,3
101,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.7,0.75,0.0,5
102,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.7,0.75,0.01,2
103,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.7,0.75,0.01,3
